,NO2_forecast,O3_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_target,O3_target,co,hcho,blh_era5,d2m_era5,solar_elevation,sp,t2m_era5,tcc_era5,u10_era5,v10_era5,wind_dir_deg,wind_speed,HCHO_satellite,HCHO_satellite_daily,HCHO_satellite_flag,NO2_satellite,NO2_satellite_daily,NO2_satellite_flag,ratio_satellite,ratio_satellite_daily,ratio_satellite_flag,aluvd,aluvp,aod550,bcaod550,pm1,pm10,pm2p5,so2,SZA_deg,no,no2,year,month,day,hour,day_of_week,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,dewpoint_depression,relative_humidity_approx,wind_direction_rad,no2_pm25_ratio,pm25_pm10_ratio,blh_wind_interaction,solar_elevation_squared,is_daytime,no2_lag_1h,no2_lag_3h,pm2p5_lag_1h,pm2p5_lag_3h,pm10_lag_1h,pm10_lag_3h,so2_lag_1h,so2_lag_3h,t2m_era5_lag_1h,t2m_era5_lag_3h,wind_speed_lag_1h,wind_speed_lag_3h,no2_rolling_mean_6h,pm2p5_rolling_mean_6h,NO2_target_rolling_mean_6h,O3_target_rolling_mean_6h
NO2_forecast,1.0,-0.591176523651046,-0.1925240314668314,0.06497922306782002,-0.05141276021242094,0.013656380136929644,0.2533933293862726,-0.058283583342644614,-0.09193190352392308,-0.016698491834339243,0.010971306856740864,-0.03939263895678246,0.08317544350417992,-0.01913647617395452,-0.06956105729797106,0.009273673006409128,0.09052272066142023,0.026504012651099064,0.03540328799627838,-0.014813254997073744,-0.019628271121176436,0.08397742851979821,0.0665186378903192,-0.06991030085724824,0.027066127496877604,0.002628498507151892,-0.052490716297042564,-0.05677044999611185,-0.009522333561186166,-0.046670935304722085,0.044694536083277996,0.042558363318601244,0.09521254770453755,0.0012311851494531702,-0.014069350642020532,0.004317935450008605,0.0054730409857861595,-0.019864414275301362,0.019136476173953552,-0.008296636635608161,0.028760601983492055,-0.015048372508812888,-0.021775214528406923,0.042474465895286875,0.021078245426766284,-0.053994167851685156,-0.018805838825531516,-0.016598592037817224,-0.03596967475880364,0.04224657808288507,-0.03285373547541996,-0.08739057947248045,-0.011098727505719117,-0.08601558041509598,-0.08823757809271955,0.09062664439648974,0.03277972067918952,0.03563164974498854,0.061201111993161784,-0.030939211722224958,0.012348788739402022,-0.02286540086824593,0.02948217003579963,0.031176793296183405,0.0053487036600550234,0.004202240036839485,0.004185526003222978,0.002997237385835473,-0.02003981681489409,-0.02108240374702538,0.009178380567434247,0.00906188105225897,-0.020025333004782243,-0.020842090188200543,0.0333672825071595,0.0078836128391473,-0.060604772397827134,-0.09438334124669503
O3_forecast,-0.591176523651046,1.0,0.350997303713513,-0.061484652802902565,0.1230432685148632,-0.023935317749407867,-0.5038293491657179,0.07718673076450142,0.17047502806787926,0.0018601409470953942,0.03896579737549255,0.04185463437567906,-0.033628246392597635,0.03205826513433241,-0.04660048085630275,0.05914521698533631,-0.09206014410527238,0.0023345919014176784,-0.0022946066440125536,0.06987545482437794,0.04971255412386784,-0.08545907236515157,-0.055939753966284304,0.012962857503982652,-0.0026966934971752927,0.013399650128531258,0.1301811681732016,0.009984633674737417,-0.018928208129809568,0.12325688306670525,0.09850589038817595,0.10201465353497921,-0.100181387789239,-0.04334756518418954,-0.0036724070565079597,-0.014584678889637305,-0.013590074510106704,-0.0030134484147943145,-0.032058265134329134,0.02174200436176675,-0.03583034821074045,0.17903772839421891,-0.10038551910785005,-0.03819673519238663,-0.006107266273598868,0.01993370893930348,-0.10388092269500712,-0.014752539139256785,0.013812413754579327,-0.015644428644823766,0.13286166642003241,-0.07252993420516346,0.15231604410373348,-0.042976702876122146,0.12767721817239588,-0.12788073193333793,-0.003391358574103143,-0.022183028729517253,-0.010755907405487949,0.0380763459679165,-0.014829321402267035,0.023060596178922935,-0.03588813925088176,-0.035445203430429874,-0.0135113597823608,-0.01272009418795793,-0.014531896609441625,-0.013850040653686092,-0.0029382133903345124,-0.0019100650499303661,0.05892491273632716,0.05838414102478503,0.04970575857840333,0.049814494723672664,-0.03864597380584928,-0.011572907901451122,0.07957481553582953,0.17534672140437432
T_forecast,-0.1925240314668314,0.350997303713513,1.0,-0.006573844709679342,0.11182731360767122,-0.06094701986482677,-0.22370996107684726,-0.03709793819820369,0.058109796877380056,-0.006122853488697197,0.009161985101373182,0.019442471548676548,0.0067937431668109475,0.00358837612593182,-0.024955983236549614,0.018472811643945795,0.023796043230142144,0.019300150950013268,0.02723208763935017,0.10211143417178001,0.035978295963420975,-0.06215411165308607,-0.08421407272801305,-0.033983890971979604,-0.01260775760309087,-0.055752994064354466,-0.0203652738622719,-0.0005903742112457747,0.020444627064995387,-0.009608284497379382,0.06388005926060157,0.06932675256931776,0.07065644807714874,0.00012212558230443422,0.007057501063857471,0.0238428631407182,0.02252394185134041,-0.007952162036213718,-0.003588376125930125,0.019063536571348974,-0.026614826964502653,0.11637426911590992,-0.0729358582817556,0.0775154625397418,-0.007638215285083342,0.04716168464974571,-0.06587023427564187,0.016384053404429753,0.0020202217086960996,0.011685748855234934,0.07332226533188521,-0.07665655855761232,0.10631248142492597,-0.04243066298565875,0.018706809898765227,-0.016078193947361985,0.016532683464792162,-0.048346945017384374,-0.06721003256865783,0.021771756886198774,0.0026184628240188347,0.0014590951964354006,-0.026539535380165777,-0.026432199073056085,0.022426453063320438,0.022002520563178928,0.02374021277364841,0.02334487389487408,-0.008040787201268398,-0.008773217862433671,0.0186814200026815,0.019010203746780262,0.0360398244147021,0.036572791937938276,-0.028671725578033016,0.015194596473277972,-0.03892479893670202,0.06078226074886374
q_forecast,0.06497922306782002,-0.061484652802902565,-0.006573844709679342,1.0,-0.1535194172401362,0.16948171147950786,-0.0671938771069143,-0.04720807135552688,-0.00599115709883288,-0.07873576549921112,-0.07826224641496098,0.028762257199739766,0.09898925303120618,0.03560271826349117,-0.10317622653441469,0.12273421331859309,0.012982157239098131,-0.005266692452267779,0.015712229487663845,-0.12387458855323116,-0.007542740443365495,-0.05598850018851911,0.014005719119095626,0.08335968170204498,-0.10146391803109538,-0.07229328968890673,0.06775542101091082,-0.07803037497564785,-0.09169655512686244,0.06903031136787957,0.08584209478398205,0.08185420199918586,0.10081805410879045,-0.11403031455037078,-0.07206898382885553,-0.025342293387069996,-0.028768602916374654,-0.05467546484527821,-0.03560271826349253,-0.023635518613600158,-0.044618236733390965,-0.02362175125324116,-0.11961667430292125,-0.010912640223045928,0.0020603857154402106,0.017508119670608578,-0.12145193380787861,-0.0017068168661329662,-0.0030269162906151875,0.0004958825978495033,-0.035652714619253456,-0.13981678161385488,-0.009216097789312946,-0.14784326918483232,0.058377250633724176,-0.05781960653097443,0.011911551328894845,-0.0180680912372708,-0.020602757151023197,0.021831811830785388,0.005455302740383875,0.014145066641646546,-0.04462378640640062,-0.04433784388345801,-0.02875320083692654,-0.02809778628068854,-0.025323426003744095,-0.024684202566185618,-0.05466924652504344,-0.05399668696722725,0.12239455942462185,0.12169865946179928,-0.007382335814187714,-0.007084167821406705,-0.043038386294938745,-0.03132017529824317,-0.04893676561264176,-0.007174158972744231
u_forecast,-0.05141276021242094,0.1230432685148632,0.11182731360767122,-0.1535194172401362,1.0,-0.5044876714255243,-0.07108721982680033,0.05671919879981976,0.08283716323906744,0.024199144944648556,0.0410544041259906,-0.01925090351893483,-0.031100767610712222,0.009034839293774601,0.014810588103586396,-0.01609753956313129,-0.034396168816524526,0.02334232571906487,0.020195223756123735,0.7527002155077738,-0.02808041402690298,0.10814383686995918,0.0353752334307609,-0.021654965463796163,0.12698394304107286,0.07018188095061478,-0.0016348879286310772,-0.05457844924615998,0.000495784277559553,0.0051809343006573964,0.03196347663795947,0.03144461897768208,0.02657758032947927,0.06803139235917398,0.03976298490180521,0.04048875762646597,0.03973634062366998,0.026809432058666614,-0.009034839293773963,0.003872383208098832,0.03339582118395405,0.03153593787273539,0.015060320049599403,-0.006831901351002647,-0.0009277550045005929,-0.0014178120324684102,0.014377207587172747,0.029987158455920482,0.005831323398118673,-0.014455798561407104,0.04512725014147277,0.01025369842508458,0.03199962269757135,0.027641458687092942,0.014518480850445584,-0.018084412479709145,-0.011254382085573398,-0.03973418515855984,-0.02703413742780271,-0.030801865528560395,-0.03620675637557784,0.015142264724858866,0.034612861646032674,0.038543549375577246,0.04053225484023202,0.042516173424310376,0.041250482851459006,0.043057624621695996,0.027660070144768407,0.030913872090947297,-0.016605547870680498,-0.017351750034639978,-0.027024421954756173,-0.02489853952923889,0.03262014356712341,0.037769294715298,0.05857968898697395,0.08721926088804313
v_forecast,0.013656380136929644,-0.023935317749407867,-0.06094701986482677,0.16948171147950786,-0.5044876714255243,1.0,-0.00040601497821229866,-0.05959408336677132,-0.05970658319952066,-0.033828537512052496,-0.027048607184434754,0.028324422991411895,0.025272993033111115,0.027342149681628455,-0.015051086103273575,0.03422202360571107,0.012329565255106823,-0.02407046486679761,-0.03849313717788542,-0.4199128105429492,0.032810405546808474,-0.04558637539887443,-0.034018283322812364,0.03813987969549784,-0.1380482417740327,-0.0659207171833235,0.03146166883645887,-0.09509345056959717,-0.01497251852299907,0.02360954170929127,-0.005350818334617756,-0.008880324722752363,-0.062256638895311175,-0.07692117836532457,-0.05552541094691709,-0.05849169890233876,-0.058187378789779684,-0.03512749244773262,-0.027342149681629135,-0.01882139186747757,-0.04000877246216746,-0.025579921553551422,-0.02482046921495036,-0.0024676808521835623,0.012804705480911673,-0.004679708450647999,-0.024832536827892313,-0.009918958622812337,-0.008488347668217872,-0.01971703258266188,-0.01668358885966381,-0.020064692221603928,-0.00845238260257794,-0.034557442005952635,0.019126982957756906,-0.01755429441370054,-0.015106935021926761,0.05814525941683258,0.018498697036764846,0.03386426686190498,0.018076923267640183,0.013624156965495252,-0.0417224771008722,-0.04652207618832704,-0.05865564047043553,-0.05831543421733671,-0.058914054519131544,-0.05838919233427507,-0.03533484909787073,-0.035704578900115115,0.03499695699062559,0.03661064301324801,0.0337617567309205,0.03544285716592799,-0.04199687614428701,-0.05608198712827713,-0.06087911828249055,-0.061419262389599875
w_forecast,0.2533933293862726,-0.5038293491657179,-0.22370996107684726,-0.0671938771069143,-0.07108721982680033,-0.00040601497821229866,1.0,0.01774021867772232,-0.15509911741165164,-0.0012616648718385094,-0.04632185428947224,-0.0732620382123451,0.1313529628640453,-0.04007597826390353,-0.0010003720733257008,-0.03852567863703415,0.09745869156223351,-0.10258345646146139,0.10333859616743594,-0.0660419070812727,-0.07898177948590246,0.07257261889768185,0.019029765563432055,-0.013999650040690058,-0.05346991216811669,-0.05261041354602741,-0.15817596852499513,0.03056203088244305,0.02968614777783892,-0.1533344007174024,-0.14950987923911893,-0.155068753930989,0.03916492498492215,0.0140336418687576,-0.006495353351927534,-0.014375282134842876,-0.0142811071887885,0.009377456894689487,0.04007597826389918,0.002829473303434822,0.011229895569425595,-0.42743217370891895,0.16792356731660849,0.03298194374463696,0.00327840195354666,-0.025291725345277842,0.17116756274787587,-0.002665459699590169,-0.01660865034293987,0.020789001961655132,-0.2516294293874281,0.09407000635655985,-0.2694147968197232,0.029243497484820843,-0.21712572445869927,0.2187638174995153,0.06209308094951575,0.0562552481954462,0.03307543099779799,-0.07800863721695693,0.0171036232640868,-0.029039846637438742,0.0110610707002836,0.010788675505021338,-0.014547987208932385,-0.014178617368195711,-0.014633987408985394,-0.01421600670635324,0.009433679504554841,0.01033027770557794,-0.03844996762510501,-0.03813671033775148,-0.07891528035432555,-0.07824634602125409,0.007239699150567073,-0.01706068566280214,0.01767476064047087,-0.15948881647342403
NO2_target,-0.058283583342644614,0.07718673076450142,-0.03709793819820369,-0.04720807135552688,0.05671919879981976,-0.05959408336677132,0.01774021867772232,1.0,-0.310560956857662,0.5069736611622373,0.36454199465715253,-0.45916986593031495,-0.24299590077992209,-0.08735335671050895,0.2628363005513905,-0.3451572866925435,-0.2130205782299831,-0.07755952075547719,0.08733266932096057,0.0395508015736102,-0.24739708678341732,-0.02751754868715296,0.15911728563391908,0.08563131359342627,0.18118077877973862,0.20585806486179692,0.048185002331833725,0.07684007739320345,0.028272600051473404,0.04191378882366495,-0.1786500887143554,-0.18449879204720926,-0.027206951389932114,0.29494749908915346,0.5677529842227113,0.5305704611963358,0.5388637126596956,0.5582616387297547,0.08735335671050806,0.3979830440158028,0.5399119576730138,-0.15799768776136866,0.13301053660909856,0.005771759609793099,0.22685555286952636,-0.06499638380077133,0.1348627466298377,-0.06498404514297994,-0.39958070471935514,-0.0010961563582602394,0.04660314875267852,0.31798195507137084,-0.04638795636205259,0.32165976013534914,-0.2074801797420043,0.19587620883976747,0.04526101676097058,0.029453831073720717,0.15138812473058252,-0.39390178929113073,-0.07029046735146843,-0.03236859298613257,0.5387045919815113,0.5040424444127252,0.5349970854534659,0.49774516966591464,0.5265677937888302,0.4892034431556961,0.5521388869170795,0.5148645031136316,-0.33250421048037154,-0.2990723497864077,-0.2483536948180029,-0.24187267506819646,0.524756280788345,0.5166693405528048,0.9360834279241923,-0.23325907614806493
O3_target,-0.09193190352392308,0.17047502806787926,0.058109796877380056,-0.00599115709883288,0.08283716323906744,-0.05970658319952066,-0.15509911741165164,-0.310560956857662,1.0,-0.35606224095488,-0.30455413879435156,0.5815620830429291,-0.06708581978262669,0.39085634313265855,-0.10559537241951214,0.3762456216289747,-0.09813811477441012,0.14006906261546492,-0.13472638684272117,0.08085805908133781,0.12674704733414324,0.20271431467372897,0.06520234784889799,0.02410390912521752,0.12350094561163526,-0.006324225696791396,0.09943775832574686,-0.02416278382663074,-0.016914041648661466,0.10446601655460525,0.1979149253629874,0.19956872642701237,-0.01942452164286272,0.0577951035405558,-0.3550700474158168,-0.3471815504388438,-0.35062550243917967,-0.3970192790944982,-0.3908563431326565,-0.32377701231251754,-0.4349543650515728,0.20580749232576845,-0.16115074687560857,0.020064263042472535,-0.14419544110876,-0.002549987213182732,-0.15960998290016495,-0.00792750944770214,0.3958308098145544,-0.37228193875562743,0.20341719865771438,-0.13951406295349833,0.2320055487052941,-0.08315335476726538,0.6324827625227145,-0.633537546550335,-0.07490715496410791,-0.21919505124971897,-0.0902908606982945,0.4284424881542571,-0.05455099458766349,0.3426225683116553,-0.4459300944171119,-0.4548828533249303,-0.35395378638527025,-0.341829966935162,-0.35019885372859744,-0.3370768501735232,-0.4044206580746231,-0.41399812931183655,0.36643750670704855,0.3320338352246074,0.12711159517344972,0.1213324454212313,-0.48115302248535485,-0.37242137346773724,-0.2899153695061222,0.9407359116946319
co,-0.016698491834339243,0.0018601409470953942,-0.006122853488697197,-0.07873576549921112,0.024199144944648556,-0.033828537512052496,-0.0012616648718385094,0.5069736611622373,-0.35606224095488,1.0,0.7462630517296199,-0.4665532206934636,-0.44737626365824895,-0.38704513850007755,0.5009058576314187,-0.6323657775457647,-0.205828230552921,0.016279831384083863,-0.054875737536409216,0.004326373600580344,-0.3249087629157687,-0.05530543484754066,0.13166182207062158,0.07198708207765062,0.3377079884461326,0.3202894234679439,0.06713486839555018,0.14947121622639034,0.047345298934652225,0.06247923328436576,-0.35042049892876803,-0.34743816726945054,0.009376556078575437,0.3273611623761008,0.9636837012560729,0.9277006842074664,0.9322705064704896,0.8937502847400856,0.3870451385000752,0.8968841793066286,0.6130064377671706,0.01477158427650858,0.16275835128366173,0.024686730711046056,0.15991531888937024,0.0034546575447956134,0.16635787400069654,0.011237230377069017,-0.36055472695069746,0.26397107172346546,0.16364737502222704,0.49332369122869235,0.029999526890439825,0.5231163207311287,-0.3740482200913846,0.374956770989567,-0.10666139628439408,-0.2235246784856379,0.058346540884877694,-0.3882582833817464,0.11371931846832142,-0.31903244001683106,0.6027023944032286,0.5930079045754663,0.9094464823052516,0.8784716483581193,0.9042618290722804,0.8720827283222989,0.8811428323639401,0.8836308583590337,-0.6295596822555017,-0.5938712291965337,-0.3217194723461618,-0.30649665446259156,0.6226793692103653,0.9137446012079193,0.5244082203510217,-0.32875094802684635
