,NO2_forecast,O3_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_target,O3_target,co,hcho,blh_era5,d2m_era5,solar_elevation,sp,t2m_era5,tcc_era5,u10_era5,v10_era5,wind_dir_deg,wind_speed,HCHO_satellite,HCHO_satellite_daily,HCHO_satellite_flag,NO2_satellite,NO2_satellite_daily,NO2_satellite_flag,ratio_satellite,ratio_satellite_daily,ratio_satellite_flag,aluvd,aluvp,aod550,bcaod550,pm1,pm10,pm2p5,so2,SZA_deg,no,no2,year,month,day,hour,day_of_week,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,dewpoint_depression,relative_humidity_approx,wind_direction_rad,no2_pm25_ratio,pm25_pm10_ratio,blh_wind_interaction,solar_elevation_squared,is_daytime,no2_lag_1h,no2_lag_3h,pm2p5_lag_1h,pm2p5_lag_3h,pm10_lag_1h,pm10_lag_3h,so2_lag_1h,so2_lag_3h,t2m_era5_lag_1h,t2m_era5_lag_3h,wind_speed_lag_1h,wind_speed_lag_3h,no2_rolling_mean_6h,pm2p5_rolling_mean_6h,NO2_target_rolling_mean_6h,O3_target_rolling_mean_6h
NO2_forecast,1.0,-0.6817817526302173,-0.23788856591909208,-0.1846254533443289,0.002896787081906045,-0.09818884753472967,0.5144301159305337,-0.16503947565223243,-0.021341626701089966,-0.03225024061601552,-0.04580603342361443,-0.008866103747967893,0.029878702994515578,-0.003672423418736578,0.018281857539218557,-0.008651391428450426,0.05309669556420698,0.06088982667386205,-0.006259561951360149,0.023514210078163355,0.02293658463933458,-4.6162201025078795e-05,-0.012235608796989195,-0.004572601457268293,0.0282546615556852,0.013425369717349358,-0.03833031922503782,-0.07282301471243237,-0.04156683100689953,-0.029220321102805317,-0.01726697171555877,-0.0229680537004054,0.002015059912024628,-0.05050250375325856,-0.030438464480983297,-0.02695220814496051,-0.027826338222412095,-0.023371616321780947,0.0036724234187338503,-0.04376946817444513,0.010905781671516842,0.19624280129815364,-0.03318096864632722,0.02067196532645163,0.009596784817236768,-0.014750434564452143,-0.03192739944990004,-0.0008555494727426433,-0.0082758521007083,0.006309910138909382,0.03566077812071786,-0.01677747378032271,0.03572223254291139,-0.0031313031205248785,-0.039987940456855095,0.040575510839513114,-0.01419388707810745,0.019944056631703747,-0.035861320109694846,0.007803293827376272,0.003996616910673237,-0.00373684212472398,0.010184047471933143,0.0073730540192592856,-0.028814147365501173,-0.030177912237367113,-0.027922391419891845,-0.029268194079769768,-0.02394693913055872,-0.02541066859417018,-0.004040471622410362,0.0015603217452976224,0.02765544466401074,0.0326023330335679,0.009184656861758591,-0.03171115272079989,-0.18409274539735412,-0.021131889151306465
O3_forecast,-0.6817817526302173,1.0,0.4209024801065663,0.01289181143016285,0.057336691086057066,0.00316799987344928,-0.7378867795041425,0.18351790245644664,0.0006327294097511993,0.021384218117062738,0.0497357020527033,0.02080600343566862,-0.010060697260158794,0.017618862204142674,-0.07726845050485827,0.05134907413043115,-0.06477370687499487,-0.05694363744302622,0.030065876885838793,0.027462439881139243,-0.00960195282455381,-0.03621859465550548,-0.01908093852558406,0.020886530457217712,-0.016482917279166946,-0.006403328818083045,0.05938657499041265,0.10128028784592948,0.09349805475286674,0.054124708278953194,0.09233695591726615,0.09532419121399287,-0.006428921207067664,0.025579123620036563,0.016810996382983716,0.016848099249858788,0.017497658139999626,0.01443790222449092,-0.017618862204139097,0.04366615795213792,-0.02626212674332257,-0.18393778828423038,0.0869152181835899,-0.023725750640543646,-6.182148297054395e-05,0.011312406449503471,0.08432326365220805,-0.01539961177367285,0.003972676505851193,-0.006605406440526767,-0.042071481621234155,-0.033958397919593604,-0.027101727010755795,-0.04823690847251466,0.07336352787051147,-0.07292472323001735,0.029083386663605538,-0.019447181691379618,0.02790996852107749,0.00234066152742297,-0.005117363191023019,0.007215208984750895,-0.026608975195743158,-0.024968612336337202,0.01682377491657341,0.015957880696290186,0.01612998037245614,0.015172763875386346,0.013692187472283077,0.012782690682056608,0.046778455665108375,0.04425053292910188,-0.011594640986282705,-0.013991418197617908,-0.028079548713984073,0.01751907792461416,0.20545934804230495,0.0006500261758856781
T_forecast,-0.23788856591909208,0.4209024801065663,1.0,-0.05322462839360086,0.08011210770580196,-0.04415214743761729,-0.33967385027971625,0.06707446710073159,-0.004636867551551019,-0.013751251471115078,0.008178804444097746,0.03592921964802303,0.045171932468622465,0.018751103733470758,-0.0902440223437887,0.09854185947897756,0.018130482082533966,-0.0018834088483965766,-0.004724384514553069,0.07356078427182947,0.0012647299127287043,-0.014228038071141471,-0.006997766013524377,-0.014235508563594774,-0.004906310532364242,-0.003167017127653364,0.00916105614440853,0.05692359191530348,0.048266816064402814,0.008612137985398817,0.06896994270978775,0.06866643757386671,0.030402687171905744,-0.012832131374543176,-0.01551302578485369,-0.008313975188122798,-0.008559831402846881,-0.008328944391030732,-0.018751103733468933,0.008038210393077116,-0.019730241658573823,-0.12180603200161116,0.02631451734902197,0.04204856323560369,0.001455254536709561,0.010398354810279141,0.029394973313547523,-0.024420120192992927,-0.0023032147478330733,-0.0008982166883034139,-0.02760982687397515,-0.06935873330483042,-0.0007837447367157297,-0.0704328510400219,0.07758224007115519,-0.07625507237755266,-0.01742462150260884,-0.006133543452327245,-0.03049322757131586,0.021216929535973313,0.00030374996096633425,0.004706154165551625,-0.020409587125984927,-0.022583491052076004,-0.009396491074062615,-0.010966617375449848,-0.009106254664111161,-0.010577765323310416,-0.00948694690498457,-0.011950107553697013,0.09945992680448956,0.1031666560298696,0.001583530882767058,0.003222553121781001,-0.024363761398580368,-0.01112436216349379,0.07217440268278184,-0.002699110307304974
q_forecast,-0.1846254533443289,0.01289181143016285,-0.05322462839360086,1.0,-0.16298040207897654,0.24041079620837855,-0.2506109554121886,-0.03185135152487988,0.014594161758477282,-0.013311371921923304,-0.033450023716339705,-0.006939278030536821,-0.016541231931344783,0.0001644760668796855,0.018737260213900493,0.010824251319527493,0.029881715215018433,-0.01094421581353227,-0.010649282402571257,-0.14023338651461684,0.0029038897806485295,0.03288648031801554,0.04082201788148243,0.02232656361634501,0.009401006536916546,0.012796179433218934,0.023437324445600795,0.006667364210144723,0.0064113630293292255,0.019674511309369435,0.01534967545126465,0.013181123309373065,-0.004055792774538704,-0.034344358707186336,-0.01599803496503517,-0.015206521605628834,-0.015565756169509977,-0.003819807601266069,-0.0001644760668797291,-0.0027555399076348588,-0.01382099376958794,-0.068897443262892,-0.06789996032611033,0.0013574842213931822,-0.0035371905059932204,-0.011149475976487936,-0.06713588559430879,0.004282230246540384,0.0033368110883903387,-0.0015787976766290569,0.0028831462080646814,-0.0021030840063750466,0.0016903085252759915,0.00578636437662394,0.029600746116424926,-0.030262714346549216,-0.011072641189609924,0.008746469201966879,0.0001280707870287708,-0.001758472308848333,0.0019870533853762196,0.00033820174385207526,-0.013601141961751403,-0.01286936073630728,-0.015443481031589707,-0.015059954773207344,-0.015051323095564253,-0.014645143339607048,-0.003412569708931986,-0.002326941332794775,0.008796426106494242,0.008397433598038111,0.004359721029327177,0.0047894213031953155,-0.014899148406453228,-0.016103676347844504,-0.034768497989673616,0.015641994824181125
u_forecast,0.002896787081906045,0.057336691086057066,0.08011210770580196,-0.16298040207897654,1.0,-0.4928749709398588,0.00908780063829106,0.062456887266380684,0.006450311953126036,0.010189330058174554,0.029010331146271582,-0.029561553443955654,0.05293647629211867,-0.00592585421680843,-0.029322580234009882,0.007435114659768482,0.0422370353174155,-0.041871591984731706,0.012702271225194302,0.7342220542171085,-0.04140506689875587,-0.0439430663902907,-0.018441960273643657,-0.004704189133877704,0.014823709655863588,0.010659970279328076,-0.04583164183721902,-0.005534205681594174,-0.004020775477321346,-0.03693403289263351,0.003693348293645824,0.002128649896519347,0.0443481476754246,0.03596637340485874,0.010683514390146497,0.012516180417055064,0.011816514110216636,0.0032050057570648916,0.00592585421680889,0.015433947902145903,0.012148564122524392,-0.03577255525920063,0.02273382866193992,0.009233975524090094,0.002948853298987444,-0.04151709904925005,0.0232818590507507,-0.024847681577881506,0.0013822242494247773,0.011285694607372778,-0.016792773647822216,-0.01725331372494613,-0.016479782619366543,-0.020799567442248475,-0.04269717418937637,0.04113764793219069,-0.02000364318287286,-0.0037468215737195337,-0.01841172600726036,-0.041913032553933215,-0.006726215722227568,-0.008056595007428417,0.015380153529229635,0.01923342268253425,0.01460691200822088,0.020393175767667453,0.015092797532707128,0.020456721380316366,0.006657159910014913,0.012984320342250154,0.009910592194252624,0.014764943371540492,-0.036403649695585384,-0.028361727508680833,0.019330216345035144,0.01959048137843348,0.06815756454373004,-0.0008561583382184727
v_forecast,-0.09818884753472967,0.00316799987344928,-0.04415214743761729,0.24041079620837855,-0.4928749709398588,1.0,-0.05278239178645904,-0.059764126829469265,0.011115817027787127,-0.004347745499327538,-0.011965871412481377,0.013242955910530634,-0.07761921372331113,-0.005625295428765943,0.026906409811808175,-0.02630366311059559,-0.05776277275772141,0.02109550824250843,-0.006168119439366493,-0.43374503862620123,0.009186088914604727,-0.01346667762096054,0.006450477668158091,0.013489123400539708,-0.0259142323600163,-0.01707894518073969,0.029585217535664416,0.029903598195962187,0.018986531786414608,0.024296716312927364,0.02278998196392067,0.02010432086032419,-0.05691147900771201,-0.04014689785228347,-0.010611839059013863,-0.012048480867235697,-0.012046305131501359,-0.0022567021144980727,0.005625295428766021,-0.004297235571943878,-0.005954845515890368,-0.030556188867689134,-0.03717476486447618,0.0030380362611682533,-0.013895382405434609,0.011556448840892781,-0.03641519207192212,0.013495269148016138,0.007778320969406091,0.0056549036251563375,0.04140188633117415,-0.0015857567250027024,0.03837200126896954,0.007900484090114897,0.043558865623972515,-0.04248450288906817,0.023339483792830556,0.01759870392392829,0.005511217447126412,0.02094883955695237,0.01005437039291574,-0.004663369284313788,-0.0073550884630891045,-0.00924022924594911,-0.0096709556753542,-0.00800743745842543,-0.009482803014506973,-0.007590764013714003,0.00019208655745875318,0.0024964161408703206,-0.027578485092752812,-0.02386173601196014,0.01153020614049778,0.013733435735966616,-0.009803116184540474,-0.009956732248461941,-0.06803038269267189,0.01678414198359759
w_forecast,0.5144301159305337,-0.7378867795041425,-0.33967385027971625,-0.2506109554121886,0.00908780063829106,-0.05278239178645904,1.0,-0.1037818669579382,-0.025180106349964048,-0.02369858279919569,-0.05229539826745554,-0.04785514614449445,0.1012320826574548,-0.013222846771903995,0.03836244522228845,-0.05142402528749664,0.09911135953691717,-0.03270250209034488,0.02721476680357404,0.018864302424842862,-0.03544386708088222,-0.006369579690776869,-0.008742525501486,-0.030264113094523568,0.037527742113466885,0.03799969228633999,-0.08629152887672362,-0.057648058929883894,-0.023787827313825942,-0.07349142917922254,-0.12577303113506744,-0.1314984372336599,-0.0059293128230064164,-0.02910329420506262,-0.019647890488996393,-0.02536363536696764,-0.02544262408761883,-0.01607599535267015,0.013222846771901622,-0.03149076850430384,0.006323382302735948,-0.04321705844611934,-0.0009479472282507525,0.006132875449223041,0.003449050186569117,0.0028468059920886946,8.972440935295741e-05,0.019568083113401285,-0.005582590114442746,0.0017158944663720353,-0.06686869449556451,0.05443443030647823,-0.08284727699588526,0.029092100743807626,-0.162828524248406,0.16468845030131643,0.008884888713712742,0.0412063500686577,-0.0010020966856870484,-0.03774520351932299,-0.002169762451896965,-0.003571100462903649,0.0065135404932531735,0.0057102820912292565,-0.02668621536288779,-0.030102479710534653,-0.026585167621058177,-0.029956987314826485,-0.017411551765877102,-0.02119832012422,-0.04946170733932488,-0.05035664206837062,-0.032932851127570176,-0.024265526349927253,0.006588352917383782,-0.03120986431593242,-0.11822966200254273,-0.02470690924246091
NO2_target,-0.16503947565223243,0.18351790245644664,0.06707446710073159,-0.03185135152487988,0.062456887266380684,-0.059764126829469265,-0.1037818669579382,1.0,-0.3393899653655941,0.3389448808430676,0.24039013437088252,-0.378474109512968,-0.21518222093912368,-0.013554690396850453,0.25902211668399105,-0.3228002584513612,-0.11448307247679258,-0.11750066029318572,0.061048231275685816,0.050379605606075364,-0.24996799867730865,-0.0196174185267372,0.09175661600368311,0.020419819192021085,0.2860695105528873,0.2611989418465706,0.006657370082784858,0.0779831198436425,0.0646340369842036,0.0031552734918388575,-0.20275812241408864,-0.19758551728762547,0.061222310006075406,0.25841653765859923,0.4270649955545145,0.41737219127383696,0.4214872827377707,0.371524326890752,0.013554690396851924,0.21890783133788685,0.4257060546760532,-0.157560900788814,0.09915075580374398,-0.006446266487256971,0.1604252939975865,-0.03499082726458336,0.09907604936919939,-0.02993774034906973,-0.2886126456448606,-0.07480067820400277,0.019460412626148595,0.32942534340813495,-0.07055429342997592,0.32233397454710344,-0.18825819417847806,0.17413638015350627,-0.0025089050888093775,-0.023797004596030916,0.16632347352329288,-0.3520131142587929,-0.11913001402634307,0.029314647755942422,0.3960238661898311,0.23124576502917438,0.3947841879252056,0.28797766346848036,0.39086085924329333,0.28549551752160146,0.3262749625952819,0.21513587312872182,-0.2978262808802025,-0.21587110115587985,-0.2559232666875616,-0.21623447478712968,0.29194753557269715,0.3253194610383951,0.8309062509683002,-0.09936102269930662
O3_target,-0.021341626701089966,0.0006327294097511993,-0.004636867551551019,0.014594161758477282,0.006450311953126036,0.011115817027787127,-0.025180106349964048,-0.3393899653655941,1.0,-0.3589399900768274,-0.2527775651049445,0.656928070445427,-0.1390465089728978,0.3960156590267546,-0.04868026413675619,0.39536514427442365,-0.11682081560132472,0.16328995898370113,-0.21701093558387963,0.012003404797695664,0.15930644200610566,0.18457826692424797,0.057450686528510396,0.0957903734067785,0.08353091245954194,-0.06502140232305952,0.11063787157371703,-0.03408002477703604,-0.0440185742499068,0.11045385121103767,0.1504007836720467,0.1530027801550084,-0.10049348235494517,-0.010769422470577338,-0.40717443847580637,-0.40912354802818107,-0.4124065024385375,-0.44649527545644785,-0.3960156590267542,-0.3168763056720959,-0.5520161316597435,0.019656008818733205,-0.06329690336439145,0.006281970040229394,-0.19890551653955046,-0.005542841105037378,-0.06269506581090169,0.00040930517224584053,0.45181112471624596,-0.39032927397536443,0.14680871315049057,-0.08724573795828795,0.16521315721640906,-0.04893060683203452,0.6252350631081535,-0.6251436386407944,-0.08755556581780158,-0.26409422170143115,-0.17143615427154,0.5030844776646998,-0.04047208717072164,0.36459698938103524,-0.5441231640487442,-0.36908550918959987,-0.39660440950931,-0.2675286745719401,-0.39269827625705583,-0.26362449608175764,-0.4438954080795413,-0.3463839390917951,0.3606598710032244,0.2254846126868591,0.15637111161635864,0.10717667002208614,-0.4307606762966247,-0.2954323610038018,-0.23109173321838208,0.730849367643054
co,-0.03225024061601552,0.021384218117062738,-0.013751251471115078,-0.013311371921923304,0.010189330058174554,-0.004347745499327538,-0.02369858279919569,0.3389448808430676,-0.3589399900768274,1.0,0.8107075407910258,-0.43541779557083277,-0.3788162219952239,-0.4838189463233417,0.49355965240900485,-0.6178889546227334,-0.18877362181316634,-0.06919923844873423,0.09757116040297138,0.00470489857712571,-0.3649325787498078,0.049533504672463397,0.10357869146536647,0.05585465317501604,0.4817221078968637,0.3747483751970164,0.06650740555208022,0.10425970675825816,0.10547438050063666,0.062302055315157284,-0.3534752651189584,-0.35100475125353936,0.08516894408245482,0.32973370205771924,0.9671032500097047,0.9591761101425471,0.9600338398612774,0.8834485853095537,0.4838189463233419,0.9206533385662449,0.6344354924886596,0.04503807304900559,0.07552801271338964,0.013361056896971186,0.12963415354747115,-0.023670211623313057,0.07825076140254564,-0.015865676679507452,-0.26228210928781803,0.3620628659006226,0.10341634463242708,0.507577784603096,-0.03142263499920161,0.5203545305998499,-0.3927776242092214,0.3937734239115168,0.01357325930285407,-0.2993142343637902,0.11282241256737201,-0.3698260585637177,0.14184350004689833,-0.3562336806842147,0.6284391142937008,0.5505000441865051,0.9528259073253295,0.8455954003251089,0.9514177505973934,0.8432670756594751,0.9075367686988685,0.851610942173306,-0.6079146643345839,-0.54371363053889,-0.356594594951989,-0.32837506644703607,0.6212303317600361,0.9047662426770992,0.3999931384641095,-0.3287352075402122
