,NO2_forecast,O3_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_target,O3_target,co,hcho,blh_era5,d2m_era5,solar_elevation,sp,t2m_era5,tcc_era5,u10_era5,v10_era5,wind_dir_deg,wind_speed,HCHO_satellite,HCHO_satellite_daily,HCHO_satellite_flag,NO2_satellite,NO2_satellite_daily,NO2_satellite_flag,ratio_satellite,ratio_satellite_daily,ratio_satellite_flag,aluvd,aluvp,aod550,bcaod550,pm1,pm10,pm2p5,so2,SZA_deg,no,no2,year,month,day,hour,day_of_week,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,dewpoint_depression,relative_humidity_approx,wind_direction_rad,no2_pm25_ratio,pm25_pm10_ratio,blh_wind_interaction,solar_elevation_squared,is_daytime,no2_lag_1h,no2_lag_3h,pm2p5_lag_1h,pm2p5_lag_3h,pm10_lag_1h,pm10_lag_3h,so2_lag_1h,so2_lag_3h,t2m_era5_lag_1h,t2m_era5_lag_3h,wind_speed_lag_1h,wind_speed_lag_3h,no2_rolling_mean_6h,pm2p5_rolling_mean_6h,NO2_target_rolling_mean_6h,O3_target_rolling_mean_6h
NO2_forecast,1.0,-0.6838645497984143,-0.2122672882399024,-0.22361355688118287,-0.004334531293596026,-0.09404622350211955,0.5037345821073875,0.0004976258639724505,-0.05164479247835046,-0.012282564478635028,-0.02742943088020872,-0.008003412419929476,0.015763814140276642,-0.003645047244662098,0.024416325541462884,-0.015863437821962194,0.037493705784586176,0.08233519807030182,-0.027657569526725212,0.026790237830452406,-0.017473801413066974,0.06865980865000353,0.011956233618133295,-0.0016786398633942736,0.03620459378062135,0.025934402434586747,-0.013146523535458157,-0.02126039391021336,-0.010393146689719827,-0.0044509566736958715,-0.02353743934806177,-0.027879092463225612,0.011592860788108271,-0.03158196091532987,-0.009592515179770842,-0.0069468459854855075,-0.007419295338786353,-0.00594134977636935,0.003645047244662677,-0.01685656524247414,0.015288779912617054,0.17817564384591736,-0.007043713923724464,0.036436432042273405,0.002809741350705347,-0.0221284764312491,-0.004482153144507165,0.004777938604638087,-0.004450005410464856,0.002843974753445052,0.012537146770987714,0.0005122086176244382,0.013484897108040544,0.006114421040369384,-0.03508834053980772,0.03613720218882929,-0.02513659533943701,0.0010086368157073628,-0.025515299018491963,-0.00809584276909168,0.0075280810137880105,-0.0033113814330011358,0.013392790506178899,0.010409753609794377,-0.008171352355788782,-0.009743308676141394,-0.007691291352981431,-0.009267319833499616,-0.006474221182354303,-0.007727932146488569,-0.01571214501020836,-0.015296809137765668,-0.014788221934572111,-0.010980686426768608,0.01352684986736335,-0.010200915629766629,-0.002010581276996896,-0.058820491610645065
O3_forecast,-0.6838645497984143,1.0,0.38261628239431067,0.04740409393033557,0.07730853853180997,-0.012485505670205161,-0.7194595240445387,0.04588910382737529,0.04131926488729803,0.028091582369404698,0.050447162573464155,0.013794537960405381,-0.008210797863238981,0.010234984463134969,-0.05468371849519397,0.031382889551929805,-0.06543573652065164,-0.06879977977567489,0.036577291019945106,0.03580776243001884,-0.0010709390995080814,-0.0640365546415648,-0.04325532017024507,0.009107052113726345,-0.021847132537171094,-0.005242940216898761,0.054530876466746064,0.039700705290808276,0.026440373369716896,0.04154173916775146,0.07819945364341012,0.07740396216816675,-0.02707143451631463,0.01338320272206109,0.020701225825232112,0.018628004826124714,0.018907454649482496,0.015801449508083914,-0.01023498446313591,0.03799634157126358,-0.020603378173489263,-0.1924795702585206,0.05282611130393023,-0.016887392243515986,-0.0026496678914161987,-0.004247132597756025,0.05081780439056153,-0.03293248271056626,0.005509239332231061,-0.00401450875850947,-0.009721857229050706,-0.021369491794919482,-0.0028076909225987004,-0.025417610272554444,0.04648262990445094,-0.046960664508377485,0.027997429357003254,-0.013813631379524162,0.015034560185378743,0.0025973080436451483,-0.00550213067069723,0.005523838810442491,-0.020006904199106685,-0.01793109258597729,0.018164729559311497,0.01763253290685094,0.0178543351832665,0.017275636536976603,0.015139949362047387,0.014827465582998184,0.031000464828488023,0.029676011984711686,-0.0031501010679508084,-0.0068678121294303346,-0.02080989329762169,0.019495826810593926,0.050714290097367616,0.050484122282572264
T_forecast,-0.2122672882399024,0.38261628239431067,1.0,-0.0266207383563658,0.08513376006846232,-0.05261964939685306,-0.31816744889797866,0.008095264280114473,0.02014482180336941,0.007723584833444381,0.018394405574914893,0.015556940082078412,0.028593231477564724,0.010623009455466249,-0.07262524599672603,0.052316597467759615,-0.023261599896377414,0.027840960582800056,0.007379729323581791,0.07431539982839488,-0.03710459813643679,0.03455569881968713,0.037589132531036136,-0.028880935196168717,0.006519251407840832,0.0023458867212391276,0.011103758788842058,-0.007942836317528944,-0.003256700911135842,0.011403194078306846,0.04140970995895193,0.039811079772171055,0.005961354000806189,-0.022040640958470362,0.004032046925727426,0.009930075725032227,0.009915745661685283,0.006190500716064517,-0.010623009455466648,0.029294348377611343,-0.016595503892799908,-0.13590279628847687,0.0066090281668504955,0.04911120442803811,-0.00012994176218663746,0.009403306224768156,0.010444064230544682,-0.028714353304722322,0.0002948750828738483,0.0014713352067595661,-0.014620816251570096,-0.047583129864674854,0.007512576682575965,-0.046220680055529276,0.035284477680775764,-0.0337561121285168,-0.005965724218085376,-0.028764448334749233,-0.025379616575154043,-0.0014385852693389667,-0.001561849105855906,0.0020139791059541994,-0.016564627715227147,-0.017181747795000334,0.009320256301692207,0.007251898598326757,0.009364125245575417,0.007351020534820368,0.005359424290109372,0.002873898305404227,0.05251034423997581,0.05296136311776612,-0.037342196900667333,-0.035544019607491276,-0.01911822520003502,0.008095370000214699,0.008324706099849428,0.023263543962920217
q_forecast,-0.22361355688118287,0.04740409393033557,-0.0266207383563658,1.0,-0.17813779530012114,0.2634589221328301,-0.30332868670589164,-0.017004189547303677,0.017383113340208818,-0.03474815665401525,-0.0403480603997136,0.006556400631194197,-0.012925738579518892,0.007503292897050361,0.00012039873018661467,0.024659954262258484,0.03822940367894481,-0.025929223724770776,-0.009008479521083013,-0.15704392799460956,0.02634425401556351,0.01461683542239622,0.016320303050272923,0.032390184662986786,-0.034945833539029886,-0.01706185921413883,0.03876762830366441,0.002188298832465032,-0.015047823661362567,0.04353722256859372,0.03597348688683204,0.03178170819904286,-0.0071476790460911176,-0.03585139258886667,-0.036866682912418576,-0.03528014867080812,-0.03517366499467865,-0.022231551804223367,-0.007503292897050403,-0.033232140236064155,-0.011061291554647447,-0.03747255218934141,-0.06724824676100798,-0.009834350493596204,0.0004928092920920553,0.012171754237346902,-0.06772868807019491,0.013932822477859484,-0.0007068143129204149,-0.002438674676575939,0.005618194218345963,-0.026255588877218884,0.01562747228859179,-0.01730006348186261,0.04298708275409237,-0.04318747132244392,-0.0010019573077063332,0.022920452474229247,0.01876123490546811,0.012513199552308438,0.0017872607086409505,0.00413800330329454,-0.011843220173873998,-0.013761463139653016,-0.0353846821291288,-0.0354821649588281,-0.03546628531603421,-0.035547665696450646,-0.02240016637323276,-0.0225347410568096,0.02451456285011039,0.024160990867596627,0.027851315834619035,0.030590687224422573,-0.01473776389909882,-0.03759841535587014,-0.018530108054322588,0.02127354512454245
u_forecast,-0.004334531293596026,0.07730853853180997,0.08513376006846232,-0.17813779530012114,1.0,-0.4823702223075284,-0.008505136841037986,-0.0004387095012965146,0.008970456744640823,0.006101554614149476,0.018319404630758478,-0.01673160914796466,0.04118825158179347,0.0026762161976738225,-0.030862688236910983,0.016115964438784804,0.014895972818934818,-0.04351597110217233,0.03542101312037908,0.7352051208790942,-0.04998802188926175,-0.008083021176440459,0.005393546579296486,-0.027349310145831585,0.039090025523391206,0.026715887857202834,-0.0506841190634232,0.036079397662661716,0.022910317587143327,-0.048708555731075874,0.02121786389122128,0.02159810836840579,0.038878241881734076,0.04061359496535552,0.006991202456384662,0.006220144511064068,0.00574452994713352,0.0005484468941337925,-0.002676216197674017,0.015402332513143992,0.010561232711516618,-0.039881513729135745,0.0190517287086819,-0.0025481458253342965,0.0024463670112014704,-0.023126201902624453,0.018612946851785907,-0.023461523664343516,-0.0034447654311465367,0.004049677816829833,-0.013137977000631986,-0.030441980709730712,-0.006713794498260353,-0.02981233033388903,-0.021451988315855576,0.020731656346387236,0.0041813050588406855,0.005598192996189549,-0.019793443121512527,-0.03182128894571554,-0.010054367577701636,0.00020766810218136208,0.011385619327710983,0.01109090980217711,0.0060884824682120985,0.008166407363889072,0.006343965993348743,0.008027372360095805,0.0018485731188932282,0.0048122984918598285,0.01622353307422391,0.015921934917810958,-0.045861582372475986,-0.03472243181072248,0.01212688038580691,0.008133241197900135,-0.0012168117438598677,0.009189399250893196
v_forecast,-0.09404622350211955,-0.012485505670205161,-0.05261964939685306,0.2634589221328301,-0.4823702223075284,1.0,-0.047963339495797064,-0.017172394243059035,0.020353307441412272,-0.013034527850849421,-0.018435435888464174,0.024483415905507486,-0.03132812983185808,0.008026442548164354,0.016677894625106608,0.002673495246747887,-0.010453072265153369,0.024815341085799882,-0.031760819293564536,-0.42732591858031194,0.029358129236333283,0.01624777321066276,0.013329931758889699,0.02028665511652121,-0.08957255286231641,-0.03433473419779669,0.03166279276712764,-0.05279011904481844,-0.03566493110916088,0.03033664136631752,0.014840510215164282,0.01038326200977835,-0.05510179431815381,-0.043672839680206285,-0.019342729472168092,-0.020280949150626018,-0.020271704483664183,-0.012566799242078758,-0.008026442548164212,-0.017966163301129958,-0.007282204103244543,-0.011798792646818027,-0.01834968852306204,0.004964646245746124,-0.011937996249359031,0.01437918952327778,-0.01761319090086825,0.0185472149325061,0.008009100840912067,-0.007552808063552575,0.025373099671596816,0.0010398277526370522,0.023638619329648496,0.003258169169848931,0.034532744668885534,-0.03367904740106211,-0.0006943973991453845,0.02117895948013376,0.009736631203899714,0.03552963216419555,0.012699472738570397,0.007385706239985402,-0.008774436688339021,-0.010948742085163407,-0.018060210379711488,-0.014708830024821672,-0.017899570592648493,-0.014340989870734424,-0.011584912911257409,-0.009405267662248116,0.00286237765899892,0.0023021460831214482,0.02828296659532877,0.029419389997863175,-0.012130775424266422,-0.017277418968921755,-0.015448413818548135,0.021270544810454838
w_forecast,0.5037345821073875,-0.7194595240445387,-0.31816744889797866,-0.30332868670589164,-0.008505136841037986,-0.047963339495797064,1.0,-0.11531481370713594,-0.07002509992539525,-0.01718161515180375,-0.04771653712836885,-0.04375941296222596,0.09159976920396143,-0.015089019320542487,0.030281909894637315,-0.044470077923445636,0.08479257862596891,0.0018143389328377172,0.02570127931379389,0.013608569551886067,-0.03022969102294823,0.021632298263379507,0.013061443840157477,-0.06091955268877851,0.022787303194247887,0.021285414851169963,-0.12021919102501945,-0.05734830419538348,-0.045286953051429164,-0.11067505080461203,-0.14481818603030783,-0.14843277591055307,0.022255837212540364,-0.005259127959326532,-0.009942330960178956,-0.01275404273881199,-0.012987769597541408,-0.007723665202961218,0.015089019320542282,-0.01576939575074794,0.004237677988163922,-0.04885923960936629,0.04217928039671326,0.011416572473643102,-0.0008487845970238545,-0.0033804944549970565,0.04376649234779778,0.017867940429802182,-0.002040411847726829,0.00028796327310026974,-0.11102784343921134,0.07177940876889252,-0.12866085090405943,0.03260926432320395,-0.1456860511214229,0.14705070623585334,0.005711901863553024,0.02118962443708461,-0.005294839091788984,-0.0362385323942237,0.0019614844311282064,-0.004602829915789293,0.004729604039077655,0.004346751350407604,-0.013701173451843967,-0.016928610843047646,-0.013447073615108695,-0.016648396627464597,-0.008280544620158327,-0.011086023154798438,-0.044357186579007814,-0.04356815451461022,-0.029782247915858744,-0.028253043843964477,0.0049089595266399106,-0.017576349278736764,-0.12935436074584564,-0.08299813493803306
NO2_target,0.0004976258639724505,0.04588910382737529,0.008095264280114473,-0.017004189547303677,-0.0004387095012965146,-0.017172394243059035,-0.11531481370713594,1.0,-0.32082019576940735,0.4662031596173855,0.3139943901333753,-0.35375788585116674,-0.44786874824640016,-0.05674795639044917,0.41839145655271975,-0.36622894968818825,-0.3268731498401,0.18696978062326775,-0.1965928590406162,-0.00629430245829884,-0.22075739843476982,0.0847073971213493,0.1662542413974563,0.1667169018090996,0.4764008079051024,0.2944990135296086,0.22395531650909004,0.13668253789147597,0.09502670076450737,0.21868141253339443,-0.16082767899014822,-0.1611093839133429,-0.12411264766045907,0.2255562262111729,0.5441951731261386,0.5326947839514792,0.5364152138340528,0.505392806606024,0.05674795639044988,0.3395113722352479,0.4953302222559766,0.2493227868483308,0.06204207622459247,-0.02537111466218726,0.1664763085577988,-0.04531246070820897,0.06073542635402889,-0.04256295135855613,-0.2838919424565481,-0.05489734640021794,0.20311141638949542,0.4031367247037909,0.0956081592550789,0.4479102674683314,0.00025834536197430545,-0.017807559265636763,-0.1864154039948684,-0.1287933821499614,0.14266170013545126,-0.3064361417494975,-0.10569336504034207,0.005906302985946146,0.45891967058459165,0.29272122849505455,0.5013957017318424,0.38822122518338087,0.49784736914902616,0.3859692925711408,0.45852137740382093,0.3402664126990418,-0.33912302558982804,-0.26026330157543653,-0.22499764301701033,-0.17573771769189894,0.3645558429620971,0.4358189664785256,0.8573956071791401,-0.09537879119844882
O3_target,-0.05164479247835046,0.04131926488729803,0.02014482180336941,0.017383113340208818,0.008970456744640823,0.020353307441412272,-0.07002509992539525,-0.32082019576940735,1.0,-0.39499772939950567,-0.26055224523784215,0.73010098454449,-0.04556654132016814,0.4460350592647424,-0.13388821090264577,0.4975663296980926,-0.09310596224127625,0.08510452839026332,-0.1607509681262879,0.01329408722096572,0.14553033646925087,0.22666229420156542,0.07550730204941726,0.08526574054820142,-0.04134624703743319,-0.10305684418400209,0.10920577931299877,-0.035255280710995096,-0.050390258062032615,0.10615324241989832,0.22280357238057913,0.2288209605920197,-0.03771887120405208,0.016883113624317145,-0.44466963245585633,-0.4381767940571928,-0.44285588074651433,-0.48868433043212645,-0.4460350592647414,-0.3401747008724912,-0.6032641662086986,0.0791535911008025,-0.11298258615140154,-8.144695173066218e-05,-0.21773268951803304,0.004769392509573934,-0.1134193754670503,0.0023418658554385467,0.47786885694443226,-0.4158745585189844,0.14357132191782823,-0.19027192366392384,0.1907146331515895,-0.14875225050692245,0.6525089968761333,-0.6500306303924901,-0.05998655789294352,-0.29351423435642116,-0.21922196149362055,0.5532522885258558,0.004800512652462607,0.39888736459837454,-0.5954520685688478,-0.4199936062770445,-0.4281812354130429,-0.30167478886867555,-0.4228193734186579,-0.2965082136720991,-0.4871839831779752,-0.39000323333397646,0.4647974290838543,0.3266258256000632,0.14119159859114824,0.0812199613872042,-0.4882875388134307,-0.33046360837143585,-0.2214891446571944,0.7375867256385662
co,-0.012282564478635028,0.028091582369404698,0.007723584833444381,-0.03474815665401525,0.006101554614149476,-0.013034527850849421,-0.01718161515180375,0.4662031596173855,-0.39499772939950567,1.0,0.7928852239643276,-0.42814252048632284,-0.38421271389024986,-0.47831645786833266,0.4934774485463745,-0.6263504535738853,-0.2001720595699983,-0.008396885816530517,0.033974295564248885,0.0004787775225947497,-0.33888732539292965,0.05669528025941225,0.09450055909611402,0.07829901593185445,0.5091371556435866,0.35564941401031697,0.09196344620365253,0.14138052454351993,0.11556540462103365,0.08657274004150069,-0.34257909527108865,-0.3361892287709375,0.07662042177171147,0.3275444588631205,0.9672333894614744,0.9598035609308163,0.9602696062634621,0.8902147815849355,0.47831645786833266,0.9198000546710733,0.6156687853721131,0.003748105907577845,0.07300392641486748,-0.0106321496377148,0.13662906153277618,-0.010511641435034306,0.07366284009676667,0.015261619693449715,-0.26936593978427437,0.3577935667684801,0.1250593581007311,0.5034783765766389,-0.004093109939486058,0.5234824615736496,-0.38062717271774543,0.3832504106726916,-0.05876903321768205,-0.313776241055814,0.09156071391728415,-0.36507106550954577,0.12165427770075493,-0.3524142852804369,0.6132507338416081,0.5428169238464641,0.9534323821108024,0.8454385029567285,0.9523961774066176,0.8434976401870812,0.9126368764653757,0.8517039274583029,-0.6151049676820237,-0.5468690218543906,-0.3302101178160009,-0.2997060123948938,0.6108021516292942,0.904372112038677,0.5416412663138291,-0.3659979621133371
